Date,KOSPI_index,Volume,Transaction_Amount,Market_Cap,Credit_Balance_KOSPI,Credit_Ratio_to_MarketCap,Credit_Change_Ratio_to_Transaction
2025-05-22,2593.67,35806.0,89655.0,21260119.0,10383768,0.4884153282491034,
2025-05-21,2625.58,37153.0,74411.0,21516055.0,10349223,0.4810000253299222,-0.4642458776256198
2025-05-20,2601.8,45699.0,76614.0,21335074.0,10320861,0.4837508883259556,-0.3701934372307933
2025-05-19,2603.42,31330.0,67524.0,21348538.0,10314544,0.4831499000072042,-0.0935519222794858
2025-05-16,2626.87,35971.0,80250.0,21544355.0,10236751,0.4751477127071105,-0.9693831775700936
2025-05-15,2621.36,33958.0,72540.0,21507487.0,10275507,0.4777641850951717,0.5342707471739729
2025-05-14,2640.57,39050.0,88932.0,21653840.0,10224374,0.4721737114525645,-0.5749673908154546
2025-05-13,2608.42,42246.0,87461.0,21393658.0,10289814,0.4809749693109986,0.7482192062747968
2025-05-12,2607.33,40975.0,85275.0,21359605.0,10247522,0.4797617746208322,-0.4959484022280856
2025-05-09,2577.27,48555.0,80349.0,21103829.0,10146178,0.480774270868097,-1.2612975892668234
2025-05-08,2579.48,47164.0,102701.0,21113597.0,10156702,0.4810502919043117,0.1024722251974177
2025-05-07,2573.8,54676.0,89354.0,21068647.0,10226886,0.4854078194959553,0.785460080130716
2025-05-02,2559.79,58549.0,83274.0,20958223.0,10161121,0.4848274111788962,-0.7897422965151187
2025-04-30,2556.61,48749.0,84356.0,20941291.0,10160895,0.4852086244348546,-0.002679121817061
2025-04-29,2565.42,54708.0,92152.0,21008816.0,10154141,0.4833276182722529,-0.0732919524264259
2025-04-28,2548.86,45410.0,78034.0,20872084.0,10179417,0.4877048693364783,0.3239100904733833
2025-04-25,2546.3,40353.0,87606.0,20857212.0,10077141,0.4831489942184027,-1.167454283953154
2025-04-24,2522.33,32794.0,72723.0,20661489.0,10128336,0.4902035860048615,0.7039726083907429
2025-04-23,2525.56,53812.0,77642.0,20684115.0,10020770,0.4844669448028112,-1.385409958527601
2025-04-22,2486.64,41668.0,61825.0,20368678.0,9971957,0.4895731082792904,-0.7895349777598059
2025-04-21,2488.42,42898.0,52397.0,20382707.0,9930822,0.4872180127987907,-0.7850640303834189
2025-04-18,2483.42,45099.0,56496.0,20339574.0,9887019,0.4860976439329555,-0.7753292268479184
2025-04-17,2470.41,60174.0,66063.0,20231883.0,9835763,0.4861516350208233,-0.7758654617562024
2025-04-16,2447.43,61317.0,67257.0,20048543.0,9802423,0.4889344327914502,-0.4957104836671276
2025-04-15,2477.41,56034.0,65108.0,20279967.0,9681165,0.477375776794903,-1.862413221109541
2025-04-14,2455.89,48862.0,66878.0,20111023.0,9484851,0.4716244917028835,-2.935404766888962
2025-04-11,2432.72,36970.0,76871.0,19918478.0,9625170,0.4832281864106283,1.825382784144866
2025-04-10,2445.06,67039.0,110554.0,20027864.0,9658973,0.4822767420429857,0.3057600810463665
2025-04-09,2293.7,69964.0,95603.0,18801727.0,9793716,0.5208944901710358,1.409401378617826
2025-04-08,2334.23,55702.0,91225.0,19128701.0,9841672,0.5144976650531575,0.5256892299260071
2025-04-07,2328.2,61950.0,105055.0,19075915.0,9807787,0.5141450357689265,-0.3225453333967921
2025-04-04,2465.42,69507.0,107428.0,20198966.0,9834305,0.4868717042248598,0.2468443981085006
2025-04-03,2486.7,48006.0,82675.0,20373348.0,9785909,0.4803289572239182,-0.5853764741457514
2025-04-02,2505.86,51560.0,73161.0,20535173.0,9856385,0.4799757469781238,0.9633001189158158
2025-04-01,2521.39,45339.0,69395.0,20660915.0,9976634,0.4828747419947277,1.7328193673895813
2025-03-31,2481.12,39159.0,82364.0,20335081.0,10082573,0.4958216296261618,1.2862294206206597
2025-03-28,2557.98,51356.0,71504.0,20970560.0,10131656,0.4831371217554514,0.6864371223987469
2025-03-27,2607.15,40331.0,76762.0,21376891.0,10217637,0.4779758197765989,1.120098486230166
2025-03-26,2643.94,50792.0,76553.0,21667579.0,10278840,0.474388024615025,0.7994853238932504
2025-03-25,2615.81,43928.0,83051.0,21435397.0,10267447,0.4789949540006187,-0.1371807684434865
2025-03-24,2632.07,37243.0,69241.0,21567103.0,10366091,0.48064364509225,1.424647246573562
2025-03-21,2643.13,49753.0,141881.0,21662400.0,10451212,0.4824586380087156,0.5999464339834086
2025-03-20,2637.1,45502.0,119893.0,21609682.0,10480543,0.48499293048366,0.2446431401332855
2025-03-19,2628.62,65333.0,118415.0,21530808.0,10456380,0.4856473570336979,-0.2040535405142929
2025-03-18,2612.34,55553.0,120346.0,21389184.0,10509310,0.4913375844538997,0.439815199508085
2025-03-17,2610.69,39657.0,119951.0,21373073.0,10464216,0.489598103183384,-0.3759368408766913
2025-03-14,2566.36,36233.0,99418.0,21002877.0,10453373,0.4977114801938801,-0.1090647568850711
2025-03-13,2573.64,42729.0,131129.0,21039690.0,10506329,0.4993575950976464,0.4038465938122002
2025-03-12,2574.82,40164.0,122848.0,21050914.0,10506064,0.4990787573404176,-0.0021571372753321
2025-03-11,2537.6,39902.0,109175.0,20748622.0,10463440,0.504295658767122,-0.3904190519807648
2025-03-10,2570.39,43569.0,98814.0,21014400.0,10504529,0.4998728966803715,0.4158216447062157
2025-03-07,2563.48,56719.0,121552.0,20958922.0,10512298,0.5015667313423848,0.0639150322495721
2025-03-06,2576.16,60962.0,113197.0,21056424.0,10512408,0.4992494452049408,0.0009717572020459
2025-03-05,2558.13,56941.0,130216.0,20945807.0,10563162,0.5043091440687867,0.3897677704736745
2025-03-04,2528.92,48408.0,131154.0,20712779.0,10453130,0.5046705707621367,-0.8389526815804321
2025-02-28,2532.78,58857.0,156372.0,20743787.0,10380302,0.5004053502863292,-0.4657355536796869
2025-02-27,2621.75,51391.0,108021.0,21477083.0,10385323,0.4835537023347165,0.0464817026318956
2025-02-26,2641.09,38676.0,112187.0,21635404.0,10311218,0.4765900373295548,-0.6605489049533368
2025-02-25,2630.29,41028.0,105085.0,21552557.0,10219147,0.4741500973643174,-0.8761573963933958
2025-02-24,2645.27,53635.0,108021.0,21677883.0,10165093,0.4689153917843361,-0.5004026994751021
2025-02-21,2654.58,44470.0,113811.0,21761753.0,10113861,0.4647539653629925,-0.4501498097723418
2025-02-20,2654.06,52930.0,145512.0,21768988.0,10155673,0.466520216741357,0.2873439991203474
2025-02-19,2671.52,52580.0,148516.0,21903215.0,10047493,0.4587222925949455,-0.7284063669907619
2025-02-18,2626.81,42199.0,126182.0,21524149.0,9997489,0.4644777826059464,-0.3962847315781965
2025-02-17,2610.42,36634.0,110173.0,21385761.0,9910257,0.4634044586956714,-0.7917729389233297
2025-02-14,2591.05,49936.0,139176.0,21232956.0,9917520,0.4670814558274411,0.052185721676151
2025-02-13,2583.17,68034.0,171042.0,21168656.0,9848546,0.4652419123821559,-0.4032576794003812
2025-02-12,2548.39,46489.0,136690.0,20888840.0,9829573,0.4705657662177507,-0.1388031311727266
2025-02-11,2539.05,45109.0,110232.0,20813115.0,9787129,0.4702385491071374,-0.3850424559111691
2025-02-10,2521.27,39356.0,105825.0,20670500.0,9697606,0.4691519798747006,-0.8459532246633593
2025-02-07,2521.92,41987.0,102401.0,20666498.0,9679071,0.4683459674687022,-0.1810040917569164
2025-02-06,2536.75,47970.0,118630.0,20785767.0,9698274,0.4665824455744163,0.1618730506617213
2025-02-05,2509.27,43734.0,99496.0,20564736.0,9777558,0.475452638925197,0.7968561550213074
2025-02-04,2481.69,47938.0,110009.0,20285883.0,9812658,0.4837185544252621,0.3190648037887809
2025-02-03,2453.95,52285.0,116500.0,20052288.0,9698159,0.4836435124011783,-0.982824034334764
2025-01-31,2517.37,45440.0,137594.0,20571323.0,9749706,0.4739464739336405,0.374631161242496
2025-01-24,2536.8,60201.0,101793.0,20730495.0,9616470,0.4638803849112141,-1.308891574076803
2025-01-23,2515.49,60974.0,99078.0,20560889.0,9692008,0.4713807851401756,0.7624094148044974
2025-01-22,2547.06,58374.0,110745.0,20817140.0,9671522,0.4645941757609355,-0.1849835207007088
2025-01-21,2518.03,57201.0,93236.0,20582595.0,9612611,0.4670261937331031,-0.6318482131365567
2025-01-20,2520.05,43755.0,86635.0,20596639.0,9535325,0.4629553880125782,-0.892087493507243
2025-01-17,2523.55,44588.0,100118.0,20623205.0,9574819,0.4642740543964917,0.3944745200663217
2025-01-16,2527.49,45106.0,94323.0,20658092.0,9573337,0.4634182576009439,-0.0157119684488406
2025-01-15,2496.81,53853.0,91762.0,20417692.0,9512084,0.4658745954243996,-0.6675203243172555
2025-01-14,2497.4,41449.0,81992.0,20424885.0,9416909,0.4610507721340903,-1.1607839789247731
2025-01-13,2489.56,57857.0,90491.0,20363971.0,9334350,0.4583757264238885,-0.912344874075875
2025-01-10,2515.78,37759.0,96910.0,20586388.0,9283924,0.4509739153852536,-0.52033845836343
2025-01-09,2521.9,40429.0,115245.0,20638377.0,9246064,0.4480034452321517,-0.3285175061824808
2025-01-08,2521.05,36291.0,103911.0,20626267.0,9180615,0.4450933850512067,-0.6298563193502131
2025-01-07,2492.1,40769.0,94060.0,20385229.0,9127923,0.4477714231221047,-0.560195619817138
2025-01-06,2488.64,30276.0,81423.0,20363943.0,9158732,0.4497523883267597,0.3783820296476425
2025-01-03,2441.92,40754.0,82301.0,19981269.0,9086402,0.454745992359144,-0.878847158600746
2025-01-02,2398.94,35069.0,69586.0,19634543.0,9157739,0.4664095823365993,1.025163107521628
2024-12-30,2399.49,30396.0,53155.0,19633288.0,9238235,0.4705393717038124,1.514363653466278
2024-12-27,2404.77,31129.0,63396.0,19669567.0,9253167,0.4704306403897961,0.2355353650072559
2024-12-26,2429.67,32280.0,64104.0,19890052.0,9228137,0.4639574094627807,-0.3904592537127168
2024-12-24,2440.52,38678.0,67408.0,19978259.0,9325924,0.4668036388956615,1.4506735105625446
2024-12-23,2442.01,42817.0,73755.0,19980474.0,9329189,0.4669152994068108,0.0442681852077825
2024-12-20,2404.15,61778.0,93473.0,19670648.0,9227051,0.4690771244546697,-1.0927005659388274
2024-12-19,2435.93,50447.0,84438.0,19934171.0,9291728,0.4661206126906406,0.7659702977332481
2024-12-18,2484.43,44168.0,83386.0,20331357.0,9166716,0.4508659210499329,-1.499196507807066
2024-12-17,2456.81,55904.0,92848.0,20103438.0,9041286,0.4497382984940188,-1.3509176288126832
2024-12-16,2488.97,52671.0,84664.0,20378251.0,8983725,0.4408486773472365,-0.679875744117925
2024-12-13,2494.46,57774.0,88495.0,20421159.0,8967905,0.4391476996971621,-0.1787671619865529
2024-12-12,2482.12,66419.0,122591.0,20322506.0,8921701,0.439005947396448,-0.3768955306670147
2024-12-11,2442.51,61772.0,77459.0,19997547.0,9000395,0.4500749516928251,1.0159439187182897
2024-12-10,2417.84,59877.0,93038.0,19797693.0,9239432,0.4666923565286117,2.569240525376728
2024-12-09,2360.58,59164.0,100045.0,19331619.0,9423523,0.487466828308586,1.8400819631165972
2024-12-06,2428.16,63041.0,107269.0,19885100.0,9506188,0.4780558307476452,0.7706327084246147
2024-12-05,2441.85,51935.0,97207.0,19993053.0,9565426,0.4784374852605052,0.6094005575730143
2024-12-04,2464.0,67028.0,132969.0,20169345.0,9625400,0.4772291812153543,0.4510374598590649
2024-12-03,2500.1,32414.0,91452.0,20462610.0,9738377,0.4759107953481984,1.2353693740978875
2024-12-02,2454.48,32811.0,75917.0,20097139.0,9725177,0.4839085304629679,-0.1738740993453376
2024-11-29,2455.91,38428.0,91065.0,20114214.0,9743782,0.4844227072457318,0.2043046175808488
2024-11-28,2504.67,34257.0,75728.0,20503580.0,9764255,0.476221957336231,0.270349144305937
2024-11-27,2503.06,41434.0,85860.0,20490724.0,9711306,0.473936694476974,-0.6166899604006523
2024-11-26,2520.36,44171.0,87099.0,20643730.0,9715400,0.4706223148626726,0.0470039839722614
2024-11-25,2534.34,56469.0,134952.0,20751129.0,9805588,0.472532747495329,0.6682968759262553
2024-11-22,2501.24,54352.0,80172.0,20489003.0,9816658,0.4791183836519522,0.1380781320161652
2024-11-21,2480.63,45112.0,83564.0,20328241.0,9823928,0.4832650301617341,0.0869991862524532
2024-11-20,2482.29,40879.0,78201.0,20331342.0,9845131,0.484234193689723,0.2711346402219921
2024-11-19,2471.95,41086.0,90859.0,20191463.0,9887960,0.4897099333515357,0.4713787296800537
2024-11-18,2469.07,44393.0,106213.0,20173775.0,10021349,0.4967513021236729,1.2558632182501202
2024-11-15,2416.86,62333.0,123658.0,19735135.0,10190440,0.5163602883892104,1.3674084976305616
2024-11-14,2418.86,63999.0,130174.0,19726118.0,10351813,0.5247769986978685,1.2396715165854932
2024-11-13,2417.08,61918.0,112084.0,19706632.0,10502856,0.532960477467687,1.347587523642982
2024-11-12,2482.57,73581.0,128480.0,20226449.0,10499533,0.5190991755399081,-0.0258639476961394
2024-11-11,2531.66,57220.0,112902.0,20629987.0,10515347,0.5097117608459957,0.1400683778852456
2024-11-08,2561.15,44873.0,99212.0,20872291.0,10548028,0.5053603363425702,0.3294057170503568
2024-11-07,2564.63,46515.0,108097.0,20898405.0,10568985,0.5057316575116618,0.193872170365505
2024-11-06,2563.51,54851.0,117919.0,20890440.0,10486959,0.5019979952552459,-0.6956130903416752
2024-11-05,2576.88,31088.0,77160.0,21001138.0,10497396,0.499848912949384,0.1352643856920684
2024-11-04,2588.97,37394.0,80647.0,21102151.0,10546983,0.4998060624246315,0.6148647810829914
2024-11-01,2542.36,31985.0,79443.0,20726773.0,10509148,0.5070325226218283,-0.4762534143977442
2024-10-31,2556.15,40661.0,109807.0,20838077.0,10478109,0.5028347385413731,-0.282668682324442
2024-10-30,2593.79,48736.0,90670.0,21146751.0,10449268,0.4941311315388354,-0.3180875703099151
2024-10-29,2617.8,36329.0,93412.0,21344245.0,10481702,0.4910786022180686,0.3472144906436004
2024-10-28,2612.43,33374.0,91330.0,21298413.0,10530566,0.4944296084407791,0.5350268257965619
2024-10-25,2583.27,46290.0,102869.0,21056515.0,10490205,0.4981928396033246,-0.3923533814851899
2024-10-24,2581.03,34310.0,97339.0,21040428.0,10562656,0.5020171642896237,0.744316255560464
2024-10-23,2599.62,35242.0,94302.0,21206974.0,10586623,0.4992047898960031,0.2541515556403894
2024-10-22,2570.7,34332.0,89581.0,20966009.0,10642171,0.507591645124258,0.6200868487737355
2024-10-21,2604.92,24068.0,77572.0,21245054.0,10624148,0.5000763001120166,-0.2323389882947455
2024-10-18,2593.82,26520.0,82749.0,21152797.0,10576830,0.500020399193544,-0.5718256413974792
2024-10-17,2609.3,33127.0,99536.0,21274166.0,10491693,0.4931658895582558,-0.8553387719016236
2024-10-16,2610.36,43755.0,100531.0,21292766.0,10488200,0.4925710450206422,-0.0347455013876316
2024-10-15,2633.45,43829.0,100544.0,21473195.0,10507832,0.4893464619494211,0.1952577975811585
2024-10-14,2623.29,40171.0,85254.0,21384496.0,10479644,0.4900580308275677,-0.3306355127032163
2024-10-11,2596.91,49128.0,95484.0,21168995.0,10484563,0.4952792043268941,0.0515164844371831
2024-10-10,2599.16,61856.0,138676.0,21187699.0,10370181,0.4894434737816504,-0.8248146759352736
2024-10-08,2594.36,31824.0,91683.0,21161864.0,10339243,0.4885790306562786,-0.3374453279233882
2024-10-07,2610.38,34367.0,103789.0,21298985.0,10361229,0.4864658574105761,0.2118336239871277
2024-10-04,2569.71,41433.0,100166.0,20972992.0,10279610,0.4901355991553327,-0.8148373699658567
2024-10-02,2561.69,35100.0,96079.0,20912531.0,10169343,0.4862798768833863,-1.1476701464419905
2024-09-30,2593.27,35892.0,108069.0,21159755.0,10101865,0.4774093556376243,-0.6243973757506778
2024-09-27,2649.78,41300.0,119870.0,21628278.0,10183873,0.4708591687234647,0.6841411529156586
2024-09-26,2671.57,32489.0,116024.0,21791143.0,10133853,0.4650445825627412,-0.4311176997862511
2024-09-25,2596.32,45447.0,116715.0,21188003.0,10094978,0.4764478275748781,-0.3330762969626868
2024-09-24,2631.68,35510.0,103384.0,21465521.0,9997053,0.4657260823065976,-0.9471968583146329
2024-09-23,2602.01,33914.0,95265.0,21228394.0,9979018,0.4700788010623884,-0.1893140187896919
2024-09-20,2593.37,49596.0,142766.0,21165823.0,9841643,0.4649780450304248,-0.9622389084235744
2024-09-19,2580.8,38508.0,128711.0,21061103.0,9770667,0.4639200045695612,-0.5514369401216679
2024-09-12,2572.09,34048.0,112824.0,20991011.0,9773779,0.4656173540188226,0.0275827838048642
2024-09-11,2513.37,30256.0,96230.0,20519780.0,9782112,0.4767162221037457,0.0865946170632858
2024-09-10,2523.43,34765.0,84219.0,20618086.0,9801651,0.4753909261994542,0.2320022797705981
2024-09-09,2535.93,27023.0,74544.0,20719569.0,9943070,0.4798878779766123,1.8971211633397724
2024-09-06,2544.28,37478.0,86853.0,20791442.0,10116071,0.4865497544614751,1.9918828365168733
2024-09-05,2575.5,37900.0,101898.0,21039673.0,10178758,0.483788792725058,0.6151936249975466
2024-09-04,2580.8,45547.0,113703.0,21096934.0,10179148,0.4824941861220213,0.0034299886546529
2024-09-03,2664.63,30346.0,89784.0,21783304.0,10134935,0.465261605861076,-0.4924374053283435
2024-09-02,2681.0,26699.0,86700.0,21926800.0,10166367,0.4636502818468723,0.3625374855824683
2024-08-29,2662.28,28884.0,114647.0,21782588.0,10126243,0.4648778648340592,-0.3499786300557363
2024-08-28,2689.83,28077.0,105675.0,22005926.0,10095306,0.4587539738159621,-0.2927560917908682
2024-08-27,2689.25,26406.0,80507.0,21994796.0,10068238,0.4577554617919621,-0.33621921075186
2024-08-26,2698.01,33369.0,90874.0,22065497.0,10084715,0.4570354794183879,0.181316988357506
2024-08-23,2701.69,33059.0,82858.0,22107973.0,10096515,0.4566911222480686,0.142412319872553
2024-08-22,2707.67,44176.0,89463.0,22154128.0,10045704,0.4534461478240082,-0.5679554676234868
2024-08-21,2701.13,41733.0,93786.0,22105612.0,10010932,0.452868348544252,-0.3707589618919668
2024-08-20,2696.63,48419.0,89542.0,22069404.0,9950018,0.4508512327745688,-0.6802841124835273
2024-08-19,2674.36,39564.0,92626.0,21898206.0,10030903,0.4580696245162731,0.8732429339494311
2024-08-16,2697.23,38585.0,111929.0,22088813.0,10051397,0.4550446871002077,0.1830982140464044
2024-08-14,2644.5,32875.0,88671.0,21647549.0,10006838,0.4622619401392739,-0.5025205535067835
2024-08-13,2621.5,37853.0,89659.0,21454337.0,10012553,0.4666913267932726,0.0637415094970945
2024-08-12,2618.3,29308.0,76012.0,21424303.0,9943760,0.4641345858486038,-0.9050281534494552
2024-08-09,2588.43,47501.0,97217.0,21181392.0,9839165,0.4645192818300138,-1.07589207648868
2024-08-08,2556.73,49530.0,114637.0,20920776.0,9813218,0.4690656790168778,-0.2263405357781519
2024-08-07,2568.41,47699.0,130817.0,21022511.0,10116450,0.4812198695008413,2.317986194454849
2024-08-06,2522.15,56727.0,155358.0,20636862.0,10745268,0.5206832317820412,4.047541806665894
2024-08-05,2441.55,76378.0,187817.0,19977459.0,10812363,0.541228141176513,0.3572360329469643
2024-08-02,2676.19,53179.0,131021.0,21897689.0,10870001,0.4963994602352787,0.4399142122255211
2024-08-01,2777.68,48083.0,109050.0,22684120.0,10925073,0.4816176691006748,0.5050160476845483
2024-07-31,2770.69,55709.0,121980.0,22628323.0,10826888,0.4784662124541885,-0.8049270372192162
2024-07-30,2738.19,39287.0,101997.0,22354288.0,10846476,0.4852078491607516,0.1920448640646293
2024-07-29,2765.53,45652.0,109636.0,22574061.0,10918837,0.4836895319809758,0.6600113101535992
2024-07-26,2731.9,51647.0,129717.0,22289636.0,11030490,0.4948708000435718,0.8607430020737451
2024-07-25,2710.65,44032.0,136737.0,22122602.0,11022948,0.4982663431724713,-0.0551569801882445
2024-07-24,2758.71,46922.0,110539.0,22516249.0,11075626,0.4918948089444205,0.4765557857407793
2024-07-23,2774.29,42340.0,115268.0,22651312.0,11091282,0.4896529613825459,0.1358226047124961
2024-07-22,2763.51,46388.0,104996.0,22556366.0,11056948,0.4901919041391685,-0.3270029334450836
2024-07-19,2795.46,42621.0,95852.0,22809496.0,11099074,0.486598827085,0.4394900471560322
2024-07-18,2824.35,65837.0,155482.0,23049403.0,11106118,0.4818397248727006,0.0453042795950656
2024-07-17,2843.29,54909.0,139235.0,23203189.0,11125226,0.4794696970317313,0.1372356088627141
2024-07-16,2866.09,67790.0,126603.0,23384655.0,11069393,0.4733613987463146,-0.4410085069074193
2024-07-15,2860.92,42446.0,121657.0,23344463.0,11064220,0.4739547874800118,-0.0425211866148269
2024-07-12,2857.0,40818.0,140857.0,23294312.0,11055121,0.4745845681125933,-0.0645974285977977
2024-07-11,2891.35,46222.0,146497.0,23636272.0,10994786,0.4651658264890504,-0.4118514372307965
2024-07-10,2867.99,47247.0,118415.0,23408119.0,10967543,0.4685358528807889,-0.2300637588143394
2024-07-09,2867.38,45643.0,112419.0,23396886.0,10931735,0.4672303399691737,-0.3185226696554852
2024-07-08,2857.76,42506.0,99386.0,23353618.0,10969405,0.4697090189622867,0.3790272271748536
2024-07-05,2862.23,37816.0,131423.0,23383155.0,10954159,0.4684636867864922,-0.1160070916049702
2024-07-04,2824.94,39374.0,130671.0,23072790.0,11003019,0.4768828997273411,0.3739161711473854
2024-07-03,2794.01,34034.0,102440.0,22816361.0,11007690,0.4824472228503046,0.0455974228816868
2024-07-02,2780.86,53884.0,116485.0,22704453.0,11009493,0.4849045691609483,0.01547838777525
2024-07-01,2804.31,45922.0,99453.0,22896312.0,11046291,0.4824484834064106,0.3700039214503333
2024-06-28,2797.82,61055.0,110201.0,22838887.0,11064074,0.4844401568255055,0.1613687716082431
2024-06-27,2784.06,39717.0,102711.0,22734228.0,11053685,0.4862133431581666,-0.1011478809475129
2024-06-26,2792.05,53503.0,113251.0,22791205.0,11101734,0.4871060569197635,0.4242699843709989
2024-06-25,2774.39,71424.0,117677.0,22650082.0,11105081,0.4902887768794832,0.0284422614444623
2024-06-24,2764.73,59417.0,110827.0,22572437.0,11111781,0.4922721015900941,0.0604545823671127
2024-06-21,2784.26,63114.0,144930.0,22705933.0,11046556,0.4865052671475777,-0.4500448492375629
2024-06-20,2807.63,75817.0,135770.0,22899468.0,11051668,0.4826168014034212,0.0376519113206157
2024-06-19,2797.33,64671.0,140696.0,22809841.0,11058552,0.4848149533352731,0.0489281855916301
2024-06-18,2763.92,56198.0,132695.0,22540825.0,10986349,0.4873978215083077,-0.5441275104563096
2024-06-17,2744.1,59399.0,124576.0,22379529.0,10948667,0.4892268733627057,-0.3024820190084767
2024-06-14,2758.42,64498.0,161870.0,22508268.0,10924036,0.4853343669090842,-0.1521653178476555
2024-06-13,2754.89,70003.0,191359.0,22471168.0,10939477,0.4868228033362574,0.0806912661541918
2024-06-12,2728.17,51101.0,118396.0,22249291.0,10877842,0.4889073543961468,-0.5205834656576236
2024-06-11,2705.32,55889.0,117765.0,22067441.0,10699329,0.4848468383805807,-1.515840869528298
2024-06-10,2701.17,50689.0,113277.0,22038489.0,10668505,0.4840851385047314,-0.2721117261226904
2024-06-07,2722.67,78387.0,124653.0,22210911.0,10656916,0.4798054433697024,-0.0929700849558374
2024-06-05,2689.5,88148.0,136250.0,21948223.0,10589749,0.4824877622211146,-0.4929688073394495
2024-06-04,2662.1,77346.0,126490.0,21718345.0,10633754,0.4896208251595598,0.3478931140801644
2024-06-03,2682.52,78233.0,139956.0,21887641.0,10653324,0.4867278296459632,0.1398296607505215
2024-05-31,2636.52,61372.0,163539.0,21510175.0,10670227,0.496054867057102,0.1033576088883997
2024-05-30,2635.44,37274.0,111321.0,21505949.0,10608235,0.4932697924653313,-0.5568760611205433
2024-05-29,2677.3,43898.0,130765.0,21843840.0,10540901,0.4825571419677126,-0.5149237181202921
2024-05-28,2722.85,44096.0,115870.0,22219818.0,10507427,0.4728853764688802,-0.2888927246051609
2024-05-27,2722.99,55671.0,158478.0,22220580.0,10445804,0.4700959200884945,-0.3888426153787907
2024-05-24,2687.6,50164.0,123634.0,21937123.0,10391391,0.4736897814722559,-0.4401135609945484
2024-05-23,2721.81,42808.0,114493.0,22221869.0,10347705,0.4656541265723418,-0.3815604447433467
2024-05-22,2723.46,48472.0,123785.0,22233912.0,10286985,0.4626709415778923,-0.4905279314941229
2024-05-21,2724.18,56082.0,104904.0,22233675.0,10296188,0.4630897950968519,0.0877278273469076
2024-05-20,2742.14,58207.0,125023.0,22379118.0,10231286,0.4571800372114754,-0.5191204818313431
2024-05-17,2724.62,57594.0,110083.0,22237634.0,10253141,0.4610715780284899,0.1985320167509969
2024-05-16,2753.0,52184.0,132532.0,22464925.0,10254138,0.4564510230948913,0.0075227114960915
2024-05-14,2730.34,44330.0,94911.0,22282363.0,10244983,0.4597799165196258,-0.0964587877063775
2024-05-13,2727.21,62528.0,130547.0,22263732.0,10297237,0.4625117208561439,0.4002696346909542
2024-05-10,2727.63,58613.0,115669.0,22266248.0,10208121,0.4584571679970509,-0.7704397893990611
2024-05-09,2712.14,42381.0,111028.0,22167941.0,10186599,0.4595194023657858,-0.1938429945599308
2024-05-08,2745.05,43632.0,102936.0,22439337.0,10301211,0.4590693120745947,1.1134297038936816
2024-05-07,2734.36,53220.0,111537.0,22282595.0,10324552,0.4633460330809764,0.209266880048773
2024-05-03,2676.63,33861.0,78504.0,21808542.0,10296308,0.4721227122840215,-0.359777845714868
2024-05-02,2683.65,35109.0,90591.0,21868768.0,10305449,0.471240492377074,0.1009040633175481
2024-04-30,2692.06,46008.0,113471.0,21938439.0,10346808,0.4716291801800483,0.3644896052735941
2024-04-29,2687.44,47055.0,104914.0,21896917.0,10377359,0.4739187256361249,0.2912004117658272
2024-04-26,2656.33,45052.0,101489.0,21644775.0,10277111,0.4748079386364607,-0.987772073820808
2024-04-25,2628.62,33406.0,89880.0,21424408.0,10291737,0.4803743935421692,0.1627280818869604
2024-04-24,2675.75,32574.0,102277.0,21806291.0,10237663,0.4694820866143628,-0.5287014675831321
2024-04-23,2623.02,43028.0,99483.0,21376410.0,10267509,0.4803196140044095,0.3000110571655459
2024-04-22,2629.44,40189.0,110211.0,21431572.0,10239254,0.4777649534994446,-0.2563718685067733
2024-04-19,2591.86,80947.0,140448.0,21139605.0,10283943,0.4864775382510695,0.3181889382547277
2024-04-18,2634.7,47879.0,105711.0,21485916.0,10350406,0.4817297991856619,0.6287235954631022
2024-04-17,2584.18,41435.0,97793.0,21086362.0,10464353,0.4962616595503767,1.1651856472344646
2024-04-16,2609.63,57021.0,122577.0,21290955.0,10396984,0.4883286822972478,-0.5496055540598971
2024-04-15,2670.43,56195.0,105066.0,21791467.0,10358305,0.4753376631320874,-0.3681400262692022
2024-04-12,2681.82,51458.0,119035.0,21891917.0,10367052,0.4735561531683132,0.0734825891544503
2024-04-11,2706.96,56133.0,127899.0,22098451.0,10370917,0.469305156275433,0.03021915730381
2024-04-09,2705.16,47018.0,100377.0,22075937.0,10452946,0.4734995393400515,0.8172091216115246
2024-04-08,2717.65,62065.0,105609.0,22183582.0,10431156,0.4702196426167784,-0.2063271122726283
2024-04-05,2714.21,62103.0,112939.0,22154515.0,10462241,0.4722396766528177,0.2752370748811305
2024-04-04,2742.0,47795.0,119782.0,22380399.0,10439907,0.4664754636411978,-0.1864553939657043
2024-04-03,2706.97,64081.0,132570.0,22090384.0,10425939,0.471967304868942,-0.1053632043448744
2024-04-02,2753.16,63039.0,131169.0,22470455.0,10429393,0.4641380425986033,0.0263324413542834
2024-04-01,2747.86,39760.0,100668.0,22410829.0,10432136,0.4654953192494575,0.0272479834704176
2024-03-29,2746.63,49550.0,111901.0,22405377.0,10366689,0.4626875504036374,-0.5848651933405421
2024-03-28,2745.82,41928.0,119250.0,22395617.0,10382037,0.4635745021001207,0.1287044025157232
2024-03-27,2755.11,51064.0,124619.0,22467594.0,10399671,0.4628742623709508,0.1415033020646932
